account_id,account_owner,amount,authorized_date,authorized_datetime,category,category_id,check_number,counterparties,date,datetime,iso_currency_code,logo_url,merchant_entity_id,merchant_name,name,payment_channel,pending,pending_transaction_id,personal_finance_category_icon_url,transaction_code,transaction_id,transaction_type,unofficial_currency_code,website,item_id,institution_id,location.address,location.city,location.region,location.postal_code,location.country,location.lat,location.lon,location.store_number,payment_meta.reference_number,payment_meta.ppd_id,payment_meta.payee,payment_meta.by_order_of,payment_meta.payer,payment_meta.payment_method,payment_meta.payment_processor,payment_meta.reason,personal_finance_category.confidence_level,personal_finance_category.detailed,personal_finance_category.primary
po1jGGyVbmUk1VnK7WPRSyqeoAQ1B9TpVVBAE,,500.0,,,,,,"[{'name': 'Alfies Fish & Chips', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-29,,GBP,,,Alfies Fish & Chips,Alfies Fish & Chips,in store,False,,https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,,DZPNQQLaKGfbpWkL9mlPfLoyyLydLBF3LmGxB,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,28.0,2024-12-29,,,,,[],2024-12-29,,GBP,,,,Boscombe Convenience,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,QbE8nndoQAtxbq1LK9jnH3NdRjp5ajHwlrBvb,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,GENERAL_MERCHANDISE
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,24.0,2024-12-29,,,,,"[{'name': 'Homeserve', 'type': 'merchant', 'website': 'homeserve.com', 'logo_url': 'https://plaid-merchant-logos.plaid.com/homeserve_493.png', 'confidence_level': 'VERY_HIGH', 'entity_id': 'N56A9npEweQpwDzza3vNRyboLbn95z1vAOMke', 'phone_number': None}]",2024-12-29,,GBP,https://plaid-merchant-logos.plaid.com/homeserve_493.png,N56A9npEweQpwDzza3vNRyboLbn95z1vAOMke,Homeserve,Homeserve,in store,False,,https://plaid-category-icons.plaid.com/PFC_HOME_IMPROVEMENT.png,,opMPAAGVZotkyEdqz6RbSjP1DNz8MNCoV4AEn,place,,homeserve.com,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,HOME_IMPROVEMENT_REPAIR_AND_MAINTENANCE,HOME_IMPROVEMENT
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,22.0,2024-12-29,,,,,[],2024-12-29,,GBP,,,,INTEREST CHARGED INTEREST CHARGED,other,False,,https://plaid-category-icons.plaid.com/PFC_BANK_FEES.png,,m1Q4EEGVWwt6nomRGMrbFGlbAWLkmWHgQRk1B,special,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,BANK_FEES_INTEREST_CHARGE,BANK_FEES
po1jGGyVbmUk1VnK7WPRSyqeoAQ1B9TpVVBAE,,500.0,,,,,,[],2024-12-29,,GBP,,,,JD Sports,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,XXymkkenpRF76Aegz4Lmhv1rrvrKvNtbvp8q3,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_SPORTING_GOODS,GENERAL_MERCHANDISE
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,125.0,2024-12-29,,,,,"[{'name': 'Manchester Arena', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-29,,GBP,,,Manchester Arena,Manchester Arena,in store,False,,https://plaid-category-icons.plaid.com/PFC_ENTERTAINMENT.png,,3ly6mmrgVxf1zdlkgJo8HJkPWEjwlEiZVGXkp,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,ENTERTAINMENT_OTHER_ENTERTAINMENT,ENTERTAINMENT
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,41.0,2024-12-29,,,,,"[{'name': 'Moneybox', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-29,,GBP,,,Moneybox,Moneybox,online,False,,https://plaid-category-icons.plaid.com/PFC_TRANSFER_OUT.png,,5KvDqqBEzaSA67ovzb8kIAja3BZVKBC5QzJR8,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS,TRANSFER_OUT
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,73.0,2024-12-29,,,,,"[{'name': 'The Zoological Society of London', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-29,,GBP,,,The Zoological Society of London,The Zoological Society of London,in store,False,,https://plaid-category-icons.plaid.com/PFC_GOVERNMENT_AND_NON_PROFIT.png,,gj4z11GVw6fNznl53PRwfG36rm5v9mHE7j9Wq,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GOVERNMENT_AND_NON_PROFIT_DONATIONS,GOVERNMENT_AND_NON_PROFIT
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,50.22,,,,,,"[{'name': 'H&M', 'type': 'merchant', 'website': 'hm.com', 'logo_url': 'https://plaid-merchant-logos.plaid.com/hm_467.png', 'confidence_level': 'VERY_HIGH', 'entity_id': '5Q8Z246OYvabv1ayDv4wK5m8BJkWZMeZQe4K7', 'phone_number': None}]",2024-12-28,,GBP,https://plaid-merchant-logos.plaid.com/hm_467.png,5Q8Z246OYvabv1ayDv4wK5m8BJkWZMeZQe4K7,H&M,H&M,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,xbApzzGVLmtznV94rp6munZmlDde7DF6Kmg8N,place,,hm.com,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,GENERAL_MERCHANDISE
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,120.48,2024-12-28,,,,,"[{'name': 'Zilch', 'type': 'financial_institution', 'website': 'zilch.com', 'logo_url': 'https://plaid-counterparty-logos.plaid.com/zilch_228.png', 'confidence_level': 'VERY_HIGH', 'entity_id': 'QKab6rNARbJp9wOpX2175mv6ydQMBLRy1zQNy', 'phone_number': None}]",2024-12-28,,GBP,,,Zilch,zilch london,other,False,,https://plaid-category-icons.plaid.com/PFC_LOAN_PAYMENTS.png,,wnWLrrGVD1FydoPa9ElQTpa1wnPZDniP1AMJw,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,LOAN_PAYMENTS
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,10.0,2024-12-27,,,,,"[{'name': 'Five Rivers Coffee Company', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-27,,GBP,,,Five Rivers Coffee Company,Five Rivers Coffee Company,in store,False,,https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,,4q9Xllz8wdcoepBRVnL8hEX7jzlgbzHJR8WX5,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,75.0,2024-12-27,,,,,"[{'name': 'Kingshill Cars', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-27,,GBP,,,Kingshill Cars,Kingshill Cars,in store,False,,https://plaid-category-icons.plaid.com/PFC_TRANSPORTATION.png,,EMjPZZp4RWIGExdDlmqjHaleGqo1mqI45Zzbl,special,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,TRANSPORTATION
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,45.0,,,,,,"[{'name': ""Nando's"", 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-27,,GBP,,,Nando's,Nandos,in store,False,,https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,,RmWEbbagJACdmKW1vz7rT4Pye7wdE7Cao7M8K,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,FOOD_AND_DRINK_FAST_FOOD,FOOD_AND_DRINK
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,13.0,2024-12-27,,,,,"[{'name': 'Pokerstars', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-27,,GBP,,,Pokerstars,Pokerstars,in store,False,,https://plaid-category-icons.plaid.com/PFC_ENTERTAINMENT.png,,VRbnKKjAomiP4AJW1dMnfKq6DMJLGMF9ZblxP,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,ENTERTAINMENT_CASINOS_AND_GAMBLING,ENTERTAINMENT
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,19.99,2024-12-27,,,,,"[{'name': 'Spotify', 'type': 'merchant', 'website': 'spotify.com', 'logo_url': 'https://plaid-merchant-logos.plaid.com/spotify_947.png', 'confidence_level': 'VERY_HIGH', 'entity_id': '2373QOZJ18DqqK0KWvgpng3nmVDLMvDvy05RN', 'phone_number': None}]",2024-12-27,,GBP,https://plaid-merchant-logos.plaid.com/spotify_947.png,2373QOZJ18DqqK0KWvgpng3nmVDLMvDvy05RN,Spotify,Spotify,online,False,,https://plaid-category-icons.plaid.com/PFC_ENTERTAINMENT.png,,d4xqQQkVe9ilNomzAayvuGByKPRjlPHJno9vb,place,,spotify.com,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,ENTERTAINMENT_MUSIC_AND_AUDIO,ENTERTAINMENT
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,42.0,2024-12-26,,,,,"[{'name': 'Ceramic Tile Company', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-26,,GBP,,,Ceramic Tile Company,Ceramic Tile Company,in store,False,,https://plaid-category-icons.plaid.com/PFC_HOME_IMPROVEMENT.png,,opMPAAGVZotkyEdqz6RbSjP1DNz8MNCoV4Agr,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,HOME_IMPROVEMENT_FURNITURE,HOME_IMPROVEMENT
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,146.0,2024-12-26,,,,,"[{'name': 'King Street Brew House', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-26,,GBP,,,King Street Brew House,King Street Brew House,in store,False,,https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,,Pn8gGGxpRAF31lBD49PnHvXjzPD9BPfoyEjGR,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,40.0,2024-12-26,,,,,"[{'name': 'Sky', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-26,,GBP,,,Sky,SKY DIGITAL,online,False,,https://plaid-category-icons.plaid.com/PFC_RENT_AND_UTILITIES.png,,EMjPZZp4RWIGExdDlmqjHaleGqo1mqI45Zz1l,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,RENT_AND_UTILITIES_TELEPHONE,RENT_AND_UTILITIES
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,77.0,2024-12-25,,,,,"[{'name': 'Elemis Spa', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-25,,GBP,,,Elemis Spa,Elemis Spa,in store,False,,https://plaid-category-icons.plaid.com/PFC_PERSONAL_CARE.png,,MWpLkkzM9VhrdWyAEMapty4NnaX1JaHLRbkqQ,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,PERSONAL_CARE_HAIR_AND_BEAUTY,PERSONAL_CARE
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,18.0,2024-12-25,,,,,"[{'name': 'HelloFresh', 'type': 'merchant', 'website': 'hellofresh.com', 'logo_url': 'https://plaid-merchant-logos.plaid.com/hellofresh_479.png', 'confidence_level': 'VERY_HIGH', 'entity_id': 'a1wEv51o8g7QQEbN2o9NRa3np6AXn0qZ2ZdL9', 'phone_number': None}]",2024-12-25,,GBP,https://plaid-merchant-logos.plaid.com/hellofresh_479.png,a1wEv51o8g7QQEbN2o9NRa3np6AXn0qZ2ZdL9,HelloFresh,Hellofresh,in store,False,,https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,,7z6wrrxAvNtAzXak39x8IaXRVxZJwxIdB43Rz,place,,hellofresh.com,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,68.0,2024-12-25,,,,,[],2024-12-25,,GBP,,,,MACDONALD HOTELS,in store,False,,https://plaid-category-icons.plaid.com/PFC_ENTERTAINMENT.png,,opMPAAGVZotkyEdqz6RbSjP1DNz8MNCoV4Azn,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,ENTERTAINMENT
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,12.0,2024-12-24,,,,,"[{'name': 'And Customs', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'LOW', 'entity_id': None, 'phone_number': None}]",2024-12-24,,GBP,,,And Customs,HM Revenue and Customs,in store,False,,https://plaid-category-icons.plaid.com/PFC_ENTERTAINMENT.png,,RmWEbbagJACdmKW1vz7rT4Pye7wdE7Cao7MD8,special,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,ENTERTAINMENT
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,72.0,2024-12-24,,,,,"[{'name': 'Monzo', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-24,,GBP,,,Monzo,Monzo,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,JgMZooqedWTljPvoLe3Mu5QVv3X9Z3SBepxae,unresolved,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,GENERAL_MERCHANDISE
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,52.0,2024-12-23,,,,,[],2024-12-23,,GBP,,,,HMRC,in store,False,,https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,,GLe711gPb6uMG9yLmPreT3Gmer4oMrH67JwQK,place,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,GENERAL_MERCHANDISE
1XbvnnqprBFo3eKRGJaQhA6n9MDqE1Hpee4Ap,,140.0,,,,,,"[{'name': 'Flixbus', 'type': 'merchant', 'website': None, 'logo_url': None, 'confidence_level': 'VERY_HIGH', 'entity_id': None, 'phone_number': None}]",2024-12-23,,GBP,,,Flixbus,flixbus,in store,False,,https://plaid-category-icons.plaid.com/PFC_TRANSPORTATION.png,,JgMZooqedWTljPvoLe3Mu5QVv3X9Z3SBepxmG,special,,,3ly6mmrgVxf1zdlkgJo8HJkZAwLJK5fqQpmvo,ins_118509,,,,,,,,,,,,,,,,,UNKNOWN,TRANSPORTATION_OTHER_TRANSPORTATION,TRANSPORTATION
