isFraud,ProductCD,guid,UserID,AccountID,TransactionType,TransactionAmt,TransactionDate,Merchant,Category,Channel,CustomerAge,CustomerOccupation,IncomeBracket,PreferredSpendingCategory,RiskProfile,CreditScore,LoanEligibilityScore,CustomerTenure,MostInterestedProduct,TransactionMonth,AvgMonthlySpend
0,W,d3da5e86-a9ff-4d8d-8ca4-e0a1439e812e,U001,ACC10000,Credit,50,1/9/2024,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,285afa09-8bdd-4585-aa0e-36c94690b259,U001,ACC10000,Credit,66,1/9/2024,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,b0d1a0ae-b678-49dc-b8fa-b6acee439bf0,U001,ACC10000,Credit,25,1/9/2024,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
1,W,709ca1bb-7554-4eca-b1cb-90739f3e95f0,U001,ACC10000,Credit,80,1/9/2024,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
1,W,d3263078-1d9c-496b-bf0b-d1422bba5c9e,U001,ACC10000,Credit,97,1/9/2024,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,485aa192-d6db-4763-b2bf-fa24d013e672,U001,ACC10000,Credit,335,1/9/2024,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,0f00f2ce-7567-41d0-b31b-b9102fb5cf9b,U001,ACC10000,Debit,65,1/12/2024,PharmaStore,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,R,e8749267-f913-449b-8174-e37fe510e272,U001,ACC10000,Debit,200,1/12/2024,PharmaStore,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,R,2b0c0fd5-c367-4636-9c35-d8c71f896e45,U001,ACC10000,Debit,200,1/12/2024,PharmaStore,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,be5380c0-699d-4d3e-aa2b-e9ef287f81f8,U001,ACC10000,Debit,29,1/12/2024,PharmaStore,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,4dbdddee-43f1-426b-adf9-a873ba92830f,U001,ACC10000,Debit,97,1/12/2024,PharmaStore,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,e6790019-ae54-417e-9c7f-80e9044c27cf,U001,ACC10000,Debit,57.95,1/12/2024,PharmaStore,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,H,46d75c88-410f-49af-b640-1aaf1d581645,U001,ACC10000,Debit,50,1/12/2024,PharmaStore,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,6bfa8039-f68f-4e5d-a98c-101bc59bd099,U001,ACC10000,Debit,200,1/12/2024,PharmaStore,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,d87356d4-29a6-48e4-92a2-738a8e7195f5,U001,ACC10000,Debit,100,1/12/2024,PharmaStore,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,442a54f8-260c-4a75-89bf-3d2399d51de7,U001,ACC10000,Debit,597.94,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,C,4b370140-7daf-4deb-9ac0-a7ecbf8419ee,U001,ACC10000,Debit,51.357,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,0032f43a-4e16-4164-ada5-be64cca9fb44,U001,ACC10000,Debit,87,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,S,6b7d0824-0275-431d-984c-7e58dee43045,U001,ACC10000,Debit,75,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,de6f31c1-51d1-44df-afe3-c4f7a06fc34c,U001,ACC10000,Debit,47.95,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,a6797e09-b5ae-41b5-8894-81188c2b13fe,U001,ACC10000,Debit,57.95,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,6cb0c8bc-b226-4cc3-8c21-a71a6da96d54,U001,ACC10000,Debit,25.95,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,c185ac70-60b8-4f71-bad7-36c0c75e96c3,U001,ACC10000,Debit,209.95,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,ccc39f8e-7bc2-445e-ac76-e551c237c658,U001,ACC10000,Debit,47.95,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,c773c703-7cbb-4d43-94aa-78556a9cb25d,U001,ACC10000,Debit,117,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,2ecdc5d2-8a35-45cb-a37a-e966cadf9f3a,U001,ACC10000,Debit,49,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
1,S,2e7a2492-1f2f-4a02-a0a2-f8a6cc8f9a79,U001,ACC10000,Debit,100,1/16/2024,ElectroWorld,Electronics,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,ce3437c9-a355-4722-a1bf-37847b63299e,U001,ACC10000,Debit,422.5,1/17/2024,QuickBuy,Groceries,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,13ff3832-feab-4594-a715-61250f88e64c,U001,ACC10000,Debit,330.99,1/17/2024,QuickBuy,Groceries,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,5c61dd5d-62bd-4eec-b701-b504281ad95b,U001,ACC10000,Debit,100,1/17/2024,QuickBuy,Groceries,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,C,8fd6a65d-ed0f-4eaa-896e-6eef7cd8a40e,U001,ACC10000,Debit,30.089,1/17/2024,QuickBuy,Groceries,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,0aa942a3-94f3-4224-86e5-d74332d6a7e1,U001,ACC10000,Debit,67.95,1/17/2024,QuickBuy,Groceries,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,514cec5f-cd95-4f6b-b812-eef87548ac1d,U001,ACC10000,Debit,59,1/17/2024,QuickBuy,Groceries,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,40b6cad8-065e-4a42-b187-103604bca6b2,U001,ACC10000,Debit,25.95,1/17/2024,QuickBuy,Groceries,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,9711666e-67b5-45b0-9eb5-08678068bf1e,U001,ACC10000,Debit,209.95,1/17/2024,QuickBuy,Groceries,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,6fa010df-7b28-452a-81f5-ab09c8bc2d84,U001,ACC10000,Debit,50,1/17/2024,QuickBuy,Groceries,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,9e04dc70-1967-4198-89f2-92771e5301f8,U001,ACC10000,Debit,12.97,1/17/2024,QuickBuy,Groceries,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,da6b84b5-f356-436c-a8b2-e1dcd28a257c,U001,ACC10000,Credit,50,1/19/2024,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,3edfb88b-dbec-4313-b42d-c3aa5fb4e153,U001,ACC10000,Credit,70,1/19/2024,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,dc2776c8-506c-412b-adc5-9f29bcb3178a,U001,ACC10000,Credit,87,1/19/2024,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,cdbeb4f3-e3eb-42d7-9d25-0bd9aaec77bb,U001,ACC10000,Credit,30,1/19/2024,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,5a2b75eb-4328-44d7-9e9f-f1a7d83446c0,U001,ACC10000,Credit,317.5,1/19/2024,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,cda59ecb-a446-4675-919f-a673badba9a5,U001,ACC10000,Credit,117,1/19/2024,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,3dc36bd8-d85a-4cca-854f-add8315620ac,U001,ACC10000,Debit,70,1/20/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,a1952661-592a-4a62-9bfb-0854a5bda1e7,U001,ACC10000,Debit,523.28,1/20/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,6147a47e-fbfe-442e-b4f4-360c94c0a298,U001,ACC10000,Debit,109,1/20/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,d3be57f9-fa39-466f-bbc1-799bee8d9c5e,U001,ACC10000,Debit,50,1/20/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,9f591752-4cbb-4874-8825-16d42bc587a9,U001,ACC10000,Debit,100,1/20/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,29ad5a0d-e696-487b-877c-9979de32b0e7,U001,ACC10000,Debit,554,1/20/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,4262ea75-2b2d-4efa-86c8-2a59217ab930,U001,ACC10000,Debit,200,1/20/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,61cbb37d-721e-4a71-a22f-690116fb6c29,U001,ACC10000,Debit,171,1/20/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,4cd4d4c4-bc1e-405f-9c3f-9397d41728a1,U001,ACC10000,Debit,554,1/20/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,C,537cbe8f-f152-4fc7-b2fc-7b9751913562,U001,ACC10000,Debit,7.552,1/20/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,59c787cb-ad55-4266-9348-da7fbd46e304,U001,ACC10000,Debit,10,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,b6ed2c01-7fdc-4736-9f5a-b26f8979311e,U001,ACC10000,Debit,139.95,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,8c9059c0-de12-4027-976c-4d2215f4ef2a,U001,ACC10000,Debit,100,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,e3311a1a-a1ab-4c08-ad75-b3d82afd31b8,U001,ACC10000,Debit,141,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,518168f9-d348-4710-9b9d-caec1edd1709,U001,ACC10000,Debit,117,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,a6a8a33e-5125-47c0-961b-c81cb7beadec,U001,ACC10000,Debit,125,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,f2e6b134-800d-457c-908f-d34c98003bb5,U001,ACC10000,Debit,108.95,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,4bdb79ab-02d4-479e-8f58-427966be914b,U001,ACC10000,Debit,50,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,d16a8049-77d2-490a-9955-4de386d8a654,U001,ACC10000,Debit,30.95,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,5b2ac686-e8c6-4bee-9626-0e91e6267b39,U001,ACC10000,Debit,35.95,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
1,C,87f6ea7c-5652-4a0b-a531-31bc9de3a80c,U001,ACC10000,Debit,58.004,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,H,0194e6d9-619c-4413-ba79-8ce935813a89,U001,ACC10000,Debit,25,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
1,R,837d9865-6a22-486c-9540-95c84bedc460,U001,ACC10000,Debit,200,1/21/2024,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,f0af2726-36be-42f4-b7cd-1d7fcc545592,U001,ACC10000,Debit,100,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,01291be4-ef98-429f-8f35-da6a1e955f20,U001,ACC10000,Debit,50,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,bc7fc8a2-827c-45cb-9f6a-69e0a2ddfc07,U001,ACC10000,Debit,20,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,1c9f7d4b-f788-45ca-9c5c-b43871800955,U001,ACC10000,Debit,58.95,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,H,c811a94f-4334-46de-8d9f-e8ba6594a3f1,U001,ACC10000,Debit,50,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,92ea5f6c-8834-4faf-b0fd-d34eebfbd5fc,U001,ACC10000,Debit,554,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,19c79a52-4ac1-481e-90c0-4c675a0067f6,U001,ACC10000,Debit,639,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,c9ff1f8a-54fe-416e-a7cd-29bdf931217b,U001,ACC10000,Debit,445,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,c1a31555-387d-40e6-8b95-da9bb5f19196,U001,ACC10000,Debit,100,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,fab62137-794c-488c-ae9a-e22b51e4f923,U001,ACC10000,Debit,57.95,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,5f9cffd7-b815-4b7f-b663-b449aeba5342,U001,ACC10000,Debit,57.95,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,C,b9a159b2-601d-4f49-88be-7bc58b91a253,U001,ACC10000,Debit,16.434,1/25/2024,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,425e2fe3-5a80-439f-94e1-a0719cc7169d,U001,ACC10000,Debit,218,1/29/2024,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,2f3798df-c81a-4326-a16f-a336b4ca968c,U001,ACC10000,Debit,49,1/29/2024,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,5ad7b88c-389d-4b8b-9be8-d89623ae6ad9,U001,ACC10000,Debit,59,1/29/2024,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,f9f4e349-1e6a-45a1-923b-1921711cee32,U001,ACC10000,Debit,20,1/29/2024,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,C,e1a0149b-7cfd-4b23-ae95-5f8ab142b41c,U001,ACC10000,Debit,21.51,1/29/2024,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,S,4d6131d9-24db-476e-9eeb-379c79585cca,U001,ACC10000,Debit,50,1/29/2024,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,19bc7733-e9df-435e-ae0e-30306931455f,U001,ACC10000,Debit,150,1/29/2024,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
0,W,a21213b3-827e-4655-aa25-4cec36f0bfc6,U001,ACC10000,Debit,39,1/29/2024,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,2024-01,117.376567
