,TransactionID,UserID,AccountID,TransactionType,TransactionAmt,Merchant,Category,Channel,CustomerAge,CustomerOccupation,IncomeBracket,PreferredSpendingCategory,RiskProfile,CreditScore,LoanEligibilityScore,CustomerTenure,MostInterestedProduct,AvgMonthlySpend,isFraud,TransactionYear,TransactionMonth,TransactionDay
55,56,U001,ACC10000,Debit,200,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,20
56,57,U001,ACC10000,Debit,171,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,20
57,58,U001,ACC10000,Debit,554,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,20
58,59,U001,ACC10000,Debit,7.552,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,20
59,60,U001,ACC10000,Debit,10,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
60,61,U001,ACC10000,Debit,139.95,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
61,62,U001,ACC10000,Debit,100,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
62,63,U001,ACC10000,Debit,141,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
63,64,U001,ACC10000,Debit,117,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
64,65,U001,ACC10000,Debit,125,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
65,66,U001,ACC10000,Debit,108.95,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
66,67,U001,ACC10000,Debit,50,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
67,68,U001,ACC10000,Debit,30.95,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
68,69,U001,ACC10000,Debit,35.95,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
69,70,U001,ACC10000,Debit,58.004,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,1,2024,1,21
70,71,U001,ACC10000,Debit,25,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,21
71,72,U001,ACC10000,Debit,200,PowerGrid,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,1,2024,1,21
72,73,U001,ACC10000,Debit,100,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
73,74,U001,ACC10000,Debit,50,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
74,75,U001,ACC10000,Debit,20,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
75,76,U001,ACC10000,Debit,58.95,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
76,77,U001,ACC10000,Debit,50,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
77,78,U001,ACC10000,Debit,554,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
78,79,U001,ACC10000,Debit,639,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
79,80,U001,ACC10000,Debit,445,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
80,81,U001,ACC10000,Debit,100,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
81,82,U001,ACC10000,Debit,57.95,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
82,83,U001,ACC10000,Debit,57.95,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
83,84,U001,ACC10000,Debit,16.434,HealthPlus,Healthcare,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,25
84,85,U001,ACC10000,Debit,218,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
85,86,U001,ACC10000,Debit,49,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
86,87,U001,ACC10000,Debit,59,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
87,88,U001,ACC10000,Debit,20,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
88,89,U001,ACC10000,Debit,21.51,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
89,90,U001,ACC10000,Debit,50,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
90,91,U001,ACC10000,Debit,150,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
91,92,U001,ACC10000,Debit,39,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
92,93,U001,ACC10000,Debit,226,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
93,94,U001,ACC10000,Debit,10,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
94,95,U001,ACC10000,Debit,24.5,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
95,96,U001,ACC10000,Debit,34.077,NetConnect,Utilities,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,29
96,97,U001,ACC10000,Debit,59,GeneralStore,Others,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,4
97,98,U001,ACC10000,Debit,200,GeneralStore,Others,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,4
98,99,U001,ACC10000,Debit,48.638,GeneralStore,Others,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,4
99,100,U001,ACC10000,Debit,48.638,GeneralStore,Others,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,4
100,101,U001,ACC10000,Debit,48.638,GeneralStore,Others,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,4
101,102,U001,ACC10000,Debit,25.95,GeneralStore,Others,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,4
102,103,U001,ACC10000,Debit,16.857,GeneralStore,Others,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,4
103,104,U001,ACC10000,Debit,160.5,GeneralStore,Others,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,4
104,105,U001,ACC10000,Credit,30,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,6
105,106,U001,ACC10000,Credit,29,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,6
106,107,U001,ACC10000,Credit,159.95,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,6
107,108,U001,ACC10000,Credit,30,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,6
108,109,U001,ACC10000,Credit,62.95,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,6
109,110,U001,ACC10000,Credit,36.252,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,6
110,111,U001,ACC10000,Credit,50,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,6
111,112,U001,ACC10000,Credit,38.95,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,9
112,113,U001,ACC10000,Credit,100,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,9
113,114,U001,ACC10000,Credit,100,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,9
114,115,U001,ACC10000,Credit,117,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,9
115,116,U001,ACC10000,Credit,1420,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,9
116,117,U001,ACC10000,Credit,50,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,9
117,118,U001,ACC10000,Credit,66,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,9
118,119,U001,ACC10000,Credit,25,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,9
119,120,U001,ACC10000,Credit,80,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,1,2024,1,9
120,121,U001,ACC10000,Credit,97,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,1,2024,1,9
121,122,U001,ACC10000,Credit,335,Unknown,Unknown,Physical store,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,117.376567,0,2024,1,9
122,123,U001,ACC10000,Debit,14.985,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
123,124,U001,ACC10000,Debit,15.951,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
124,125,U001,ACC10000,Debit,129.95,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
125,126,U001,ACC10000,Debit,150,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
126,127,U001,ACC10000,Debit,100,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
127,128,U001,ACC10000,Debit,39.152,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
128,129,U001,ACC10000,Debit,47.95,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
129,130,U001,ACC10000,Debit,146,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
130,131,U001,ACC10000,Debit,60,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
131,132,U001,ACC10000,Debit,105.95,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
132,133,U001,ACC10000,Debit,10,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
133,134,U001,ACC10000,Debit,200,FunWorld,Entertainment,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,1
134,135,U001,ACC10000,Debit,2007.95,GoTours,Travel,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,11
135,136,U001,ACC10000,Debit,390,GoTours,Travel,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,1,2024,2,11
136,137,U001,ACC10000,Debit,100,GoTours,Travel,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,11
137,138,U001,ACC10000,Debit,107.95,GoTours,Travel,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,11
138,139,U001,ACC10000,Debit,100,GoTours,Travel,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,11
139,140,U001,ACC10000,Debit,150,GoTours,Travel,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,11
140,141,U001,ACC10000,Debit,5,GoTours,Travel,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,11
141,142,U001,ACC10000,Debit,10,GoTours,Travel,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,11
142,143,U001,ACC10000,Debit,75,GoTours,Travel,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,11
143,144,U001,ACC10000,Debit,100,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
144,145,U001,ACC10000,Debit,200,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
145,146,U001,ACC10000,Debit,50,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
146,147,U001,ACC10000,Debit,59,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
147,148,U001,ACC10000,Debit,100,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
148,149,U001,ACC10000,Debit,171,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
149,150,U001,ACC10000,Debit,67.95,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
150,151,U001,ACC10000,Debit,204.97,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
151,152,U001,ACC10000,Debit,151,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
152,153,U001,ACC10000,Debit,117,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
153,154,U001,ACC10000,Debit,15.95,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
154,155,U001,ACC10000,Debit,633.92,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,1,2024,2,12
155,156,U001,ACC10000,Debit,25,GadgetPro,Electronics,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,12
156,157,U001,ACC10000,Credit,59,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,16
157,158,U001,ACC10000,Credit,15,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,16
158,159,U001,ACC10000,Credit,78.95,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,16
159,160,U001,ACC10000,Credit,100,Unknown,Unknown,Online,45,Software engineer,150K-200K,Electronics,Low,735,0.85,8,Investment Account,114.5530588,0,2024,2,16
