account_id,cost_basis,institution_price,institution_price_as_of,institution_price_datetime,institution_value,iso_currency_code,quantity,security_id,unofficial_currency_code,vested_quantity,vested_value,item_id,institution_id
4WdgrlllqqTkLRrvjPw8sPr4J9XjJntJ1EwR4,0.01,0.011,2021-05-25,,110.0,USD,10000.0,8E4L9XLl6MudjEpwPAAgivmdZRdBPJuvMPlPb,,,,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347
1gBDlnnnXXcmaRrxwDbQso7wpREvdpFpJvGPv,120.03,39358.09375,2021-05-25,,115.57268,USD,0.00293644,9EWp9Xpqk1ua6DyXQb89ikMARWA6eyUzAbPMg,,,,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347
4WdgrlllqqTkLRrvjPw8sPr4J9XjJntJ1EwR4,40.0,42.15,2021-05-25,,210.75,USD,5.0,abJamDazkgfvBkVGgnnLUWXoxnomp5up8llg4,,7.0,66.0,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347
1gBDlnnnXXcmaRrxwDbQso7wpREvdpFpJvGPv,16.0,20.0,2021-05-25,,430.0,USD,21.5,lngLy3Le7vflLnAzKqwZs19l6bl8P5H1jG9Zz,,,,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347
1gBDlnnnXXcmaRrxwDbQso7wpREvdpFpJvGPv,23.0,27.0,2021-05-25,,636.309,USD,23.567,JDdP7XPMklt5vwPmDN45t3KAoWAPmjtpaW7DP,,,,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347
1gBDlnnnXXcmaRrxwDbQso7wpREvdpFpJvGPv,948.08,94.808,2021-05-25,,948.08,USD,10.0,QDQ13y1Ezxt51QbDb6A8cjk9EK978our9NaAM,,,,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347
1gBDlnnnXXcmaRrxwDbQso7wpREvdpFpJvGPv,15.0,13.73,2021-05-25,,1373.6865,USD,100.05,nnmo8doZ4lfKNEDe3mPJipLGkaGw3jfPrpxoN,,,,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347
1gBDlnnnXXcmaRrxwDbQso7wpREvdpFpJvGPv,22.0,24.5,2021-05-25,,1855.875,USD,75.75,MD9eKXeplrt5yKRlzLqXiavwb6wrdxUb3wdnM,,,,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347
1gBDlnnnXXcmaRrxwDbQso7wpREvdpFpJvGPv,30.0,34.73,2021-05-25,,7397.49,USD,213.0,eW4jmnjd6AtjxXVrjmj6SX1dNEdZp3Cy8RnRQ,,,,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347
1gBDlnnnXXcmaRrxwDbQso7wpREvdpFpJvGPv,1.0,1.0,2021-05-25,,12345.67,USD,12345.67,d6ePmbPxgWCWmMVv66q9iPV94n91vMtov5Are,,,,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347
qL7PB9v9qqcp9RkzpqJzSkrR8AVy94tgRLxQr,1.0,1.0,2021-05-25,,0.01,USD,0.01,d6ePmbPxgWCWmMVv66q9iPV94n91vMtov5Are,,1.0,1.0,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
K1MvEZJZyyTwxZJGwnzGh9jJRmavgKuR1KJ5X,1.5,2.11,2021-05-25,,2.11,USD,1.0,KDwjlXj1Rqt58dVvmzRguxJybmyQL8FgeWWAy,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
K1MvEZJZyyTwxZJGwnzGh9jJRmavgKuR1KJ5X,10.0,10.42,2021-05-25,,20.84,USD,2.0,NDVQrXQoqzt5v3bAe8qRt4A7mK7wvZCLEBBJk,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
qL7PB9v9qqcp9RkzpqJzSkrR8AVy94tgRLxQr,0.01,0.011,2021-05-25,,110.0,USD,10000.0,8E4L9XLl6MudjEpwPAAgivmdZRdBPJuvMPlPb,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
K1MvEZJZyyTwxZJGwnzGh9jJRmavgKuR1KJ5X,120.03,39358.09375,2021-05-25,,115.57268,USD,0.00293644,9EWp9Xpqk1ua6DyXQb89ikMARWA6eyUzAbPMg,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
qL7PB9v9qqcp9RkzpqJzSkrR8AVy94tgRLxQr,40.0,42.15,2021-05-25,,210.75,USD,5.0,abJamDazkgfvBkVGgnnLUWXoxnomp5up8llg4,,7.0,66.0,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
K1MvEZJZyyTwxZJGwnzGh9jJRmavgKuR1KJ5X,16.0,20.0,2021-05-25,,430.0,USD,21.5,lngLy3Le7vflLnAzKqwZs19l6bl8P5H1jG9Zz,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
K1MvEZJZyyTwxZJGwnzGh9jJRmavgKuR1KJ5X,23.0,27.0,2021-05-25,,636.309,USD,23.567,JDdP7XPMklt5vwPmDN45t3KAoWAPmjtpaW7DP,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
K1MvEZJZyyTwxZJGwnzGh9jJRmavgKuR1KJ5X,948.08,94.808,2021-05-25,,948.08,USD,10.0,QDQ13y1Ezxt51QbDb6A8cjk9EK978our9NaAM,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
K1MvEZJZyyTwxZJGwnzGh9jJRmavgKuR1KJ5X,15.0,13.73,2021-05-25,,1373.6865,USD,100.05,nnmo8doZ4lfKNEDe3mPJipLGkaGw3jfPrpxoN,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
K1MvEZJZyyTwxZJGwnzGh9jJRmavgKuR1KJ5X,22.0,24.5,2021-05-25,,1855.875,USD,75.75,MD9eKXeplrt5yKRlzLqXiavwb6wrdxUb3wdnM,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
K1MvEZJZyyTwxZJGwnzGh9jJRmavgKuR1KJ5X,30.0,34.73,2021-05-25,,7397.49,USD,213.0,eW4jmnjd6AtjxXVrjmj6SX1dNEdZp3Cy8RnRQ,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
K1MvEZJZyyTwxZJGwnzGh9jJRmavgKuR1KJ5X,1.0,1.0,2021-05-25,,12345.67,USD,12345.67,d6ePmbPxgWCWmMVv66q9iPV94n91vMtov5Are,,,,Wmbvdz3zppIM19j3MeQ3UqQd8Z7ekEFlxr1bo,ins_130347
VQa1ejBQeDULD4jVXbB9Iarl7zMWEQi9NnBrJ,1.0,1.0,2021-05-25,,0.01,USD,0.01,d6ePmbPxgWCWmMVv66q9iPV94n91vMtov5Are,,1.0,1.0,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
wpbA7Gvp7mCp5dgJ7Kz4tNVgXynv94CPKlb87,1.5,2.11,2021-05-25,,2.11,USD,1.0,KDwjlXj1Rqt58dVvmzRguxJybmyQL8FgeWWAy,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
wpbA7Gvp7mCp5dgJ7Kz4tNVgXynv94CPKlb87,10.0,10.42,2021-05-25,,20.84,USD,2.0,NDVQrXQoqzt5v3bAe8qRt4A7mK7wvZCLEBBJk,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
VQa1ejBQeDULD4jVXbB9Iarl7zMWEQi9NnBrJ,0.01,0.011,2021-05-25,,110.0,USD,10000.0,8E4L9XLl6MudjEpwPAAgivmdZRdBPJuvMPlPb,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
wpbA7Gvp7mCp5dgJ7Kz4tNVgXynv94CPKlb87,120.03,39358.09375,2021-05-25,,115.57268,USD,0.00293644,9EWp9Xpqk1ua6DyXQb89ikMARWA6eyUzAbPMg,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
VQa1ejBQeDULD4jVXbB9Iarl7zMWEQi9NnBrJ,40.0,42.15,2021-05-25,,210.75,USD,5.0,abJamDazkgfvBkVGgnnLUWXoxnomp5up8llg4,,7.0,66.0,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
wpbA7Gvp7mCp5dgJ7Kz4tNVgXynv94CPKlb87,16.0,20.0,2021-05-25,,430.0,USD,21.5,lngLy3Le7vflLnAzKqwZs19l6bl8P5H1jG9Zz,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
wpbA7Gvp7mCp5dgJ7Kz4tNVgXynv94CPKlb87,23.0,27.0,2021-05-25,,636.309,USD,23.567,JDdP7XPMklt5vwPmDN45t3KAoWAPmjtpaW7DP,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
wpbA7Gvp7mCp5dgJ7Kz4tNVgXynv94CPKlb87,948.08,94.808,2021-05-25,,948.08,USD,10.0,QDQ13y1Ezxt51QbDb6A8cjk9EK978our9NaAM,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
wpbA7Gvp7mCp5dgJ7Kz4tNVgXynv94CPKlb87,15.0,13.73,2021-05-25,,1373.6865,USD,100.05,nnmo8doZ4lfKNEDe3mPJipLGkaGw3jfPrpxoN,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
wpbA7Gvp7mCp5dgJ7Kz4tNVgXynv94CPKlb87,22.0,24.5,2021-05-25,,1855.875,USD,75.75,MD9eKXeplrt5yKRlzLqXiavwb6wrdxUb3wdnM,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
wpbA7Gvp7mCp5dgJ7Kz4tNVgXynv94CPKlb87,30.0,34.73,2021-05-25,,7397.49,USD,213.0,eW4jmnjd6AtjxXVrjmj6SX1dNEdZp3Cy8RnRQ,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
wpbA7Gvp7mCp5dgJ7Kz4tNVgXynv94CPKlb87,1.0,1.0,2021-05-25,,12345.67,USD,12345.67,d6ePmbPxgWCWmMVv66q9iPV94n91vMtov5Are,,,,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347
gVdwVpVPLwheD673417DHXKlKW5Z3WfEmkqKe,1.0,1.0,2021-05-25,,0.01,USD,0.01,d6ePmbPxgWCWmMVv66q9iPV94n91vMtov5Are,,1.0,1.0,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
8GA4G6GD84fdy51pGQ1yso3R3MzK8MuWlEj9k,1.5,2.11,2021-05-25,,2.11,USD,1.0,KDwjlXj1Rqt58dVvmzRguxJybmyQL8FgeWWAy,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
8GA4G6GD84fdy51pGQ1yso3R3MzK8MuWlEj9k,10.0,10.42,2021-05-25,,20.84,USD,2.0,NDVQrXQoqzt5v3bAe8qRt4A7mK7wvZCLEBBJk,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
gVdwVpVPLwheD673417DHXKlKW5Z3WfEmkqKe,0.01,0.011,2021-05-25,,110.0,USD,10000.0,8E4L9XLl6MudjEpwPAAgivmdZRdBPJuvMPlPb,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
8GA4G6GD84fdy51pGQ1yso3R3MzK8MuWlEj9k,120.03,39358.09375,2021-05-25,,115.57268,USD,0.00293644,9EWp9Xpqk1ua6DyXQb89ikMARWA6eyUzAbPMg,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
gVdwVpVPLwheD673417DHXKlKW5Z3WfEmkqKe,40.0,42.15,2021-05-25,,210.75,USD,5.0,abJamDazkgfvBkVGgnnLUWXoxnomp5up8llg4,,7.0,66.0,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
8GA4G6GD84fdy51pGQ1yso3R3MzK8MuWlEj9k,16.0,20.0,2021-05-25,,430.0,USD,21.5,lngLy3Le7vflLnAzKqwZs19l6bl8P5H1jG9Zz,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
8GA4G6GD84fdy51pGQ1yso3R3MzK8MuWlEj9k,23.0,27.0,2021-05-25,,636.309,USD,23.567,JDdP7XPMklt5vwPmDN45t3KAoWAPmjtpaW7DP,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
8GA4G6GD84fdy51pGQ1yso3R3MzK8MuWlEj9k,948.08,94.808,2021-05-25,,948.08,USD,10.0,QDQ13y1Ezxt51QbDb6A8cjk9EK978our9NaAM,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
8GA4G6GD84fdy51pGQ1yso3R3MzK8MuWlEj9k,15.0,13.73,2021-05-25,,1373.6865,USD,100.05,nnmo8doZ4lfKNEDe3mPJipLGkaGw3jfPrpxoN,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
8GA4G6GD84fdy51pGQ1yso3R3MzK8MuWlEj9k,22.0,24.5,2021-05-25,,1855.875,USD,75.75,MD9eKXeplrt5yKRlzLqXiavwb6wrdxUb3wdnM,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
8GA4G6GD84fdy51pGQ1yso3R3MzK8MuWlEj9k,30.0,34.73,2021-05-25,,7397.49,USD,213.0,eW4jmnjd6AtjxXVrjmj6SX1dNEdZp3Cy8RnRQ,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
8GA4G6GD84fdy51pGQ1yso3R3MzK8MuWlEj9k,1.0,1.0,2021-05-25,,12345.67,USD,12345.67,d6ePmbPxgWCWmMVv66q9iPV94n91vMtov5Are,,,,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347
aMerZGDA8jcKPjjApj4Jh9rBqlB8LWiZGoEVR,1.0,1.0,2021-05-25,,0.01,USD,0.01,d6ePmbPxgWCWmMVv66q9iPV94n91vMtov5Are,,1.0,1.0,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
4KrkRdm4zls5eqqpdq9QsPxglkg7jzCJE9v4d,1.5,2.11,2021-05-25,,2.11,USD,1.0,KDwjlXj1Rqt58dVvmzRguxJybmyQL8FgeWWAy,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
4KrkRdm4zls5eqqpdq9QsPxglkg7jzCJE9v4d,10.0,10.42,2021-05-25,,20.84,USD,2.0,NDVQrXQoqzt5v3bAe8qRt4A7mK7wvZCLEBBJk,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
aMerZGDA8jcKPjjApj4Jh9rBqlB8LWiZGoEVR,0.01,0.011,2021-05-25,,110.0,USD,10000.0,8E4L9XLl6MudjEpwPAAgivmdZRdBPJuvMPlPb,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
4KrkRdm4zls5eqqpdq9QsPxglkg7jzCJE9v4d,120.03,39358.09375,2021-05-25,,115.57268,USD,0.00293644,9EWp9Xpqk1ua6DyXQb89ikMARWA6eyUzAbPMg,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
aMerZGDA8jcKPjjApj4Jh9rBqlB8LWiZGoEVR,40.0,42.15,2021-05-25,,210.75,USD,5.0,abJamDazkgfvBkVGgnnLUWXoxnomp5up8llg4,,7.0,66.0,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
4KrkRdm4zls5eqqpdq9QsPxglkg7jzCJE9v4d,16.0,20.0,2021-05-25,,430.0,USD,21.5,lngLy3Le7vflLnAzKqwZs19l6bl8P5H1jG9Zz,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
4KrkRdm4zls5eqqpdq9QsPxglkg7jzCJE9v4d,23.0,27.0,2021-05-25,,636.309,USD,23.567,JDdP7XPMklt5vwPmDN45t3KAoWAPmjtpaW7DP,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
4KrkRdm4zls5eqqpdq9QsPxglkg7jzCJE9v4d,948.08,94.808,2021-05-25,,948.08,USD,10.0,QDQ13y1Ezxt51QbDb6A8cjk9EK978our9NaAM,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
4KrkRdm4zls5eqqpdq9QsPxglkg7jzCJE9v4d,15.0,13.73,2021-05-25,,1373.6865,USD,100.05,nnmo8doZ4lfKNEDe3mPJipLGkaGw3jfPrpxoN,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
4KrkRdm4zls5eqqpdq9QsPxglkg7jzCJE9v4d,22.0,24.5,2021-05-25,,1855.875,USD,75.75,MD9eKXeplrt5yKRlzLqXiavwb6wrdxUb3wdnM,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
4KrkRdm4zls5eqqpdq9QsPxglkg7jzCJE9v4d,30.0,34.73,2021-05-25,,7397.49,USD,213.0,eW4jmnjd6AtjxXVrjmj6SX1dNEdZp3Cy8RnRQ,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
4KrkRdm4zls5eqqpdq9QsPxglkg7jzCJE9v4d,1.0,1.0,2021-05-25,,12345.67,USD,12345.67,d6ePmbPxgWCWmMVv66q9iPV94n91vMtov5Are,,,,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347
o4nleAzepkijDJyBJrqwHQlo53veWaHob1GrK,1.0,1.0,2021-05-25,,0.01,USD,0.01,d6ePmbPxgWCWmMVv66q9iPV94n91vMtov5Are,,1.0,1.0,k3WnNglNZrs9wbDqb1NAIZpVKAJM1eCWvmnGG,ins_130347
gKWEx1gxjLTBr1z41e5ktX1qPWjxLDiE5Pdrr,1.5,2.11,2021-05-25,,2.11,USD,1.0,KDwjlXj1Rqt58dVvmzRguxJybmyQL8FgeWWAy,,,,k3WnNglNZrs9wbDqb1NAIZpVKAJM1eCWvmnGG,ins_130347
gKWEx1gxjLTBr1z41e5ktX1qPWjxLDiE5Pdrr,10.0,10.42,2021-05-25,,20.84,USD,2.0,NDVQrXQoqzt5v3bAe8qRt4A7mK7wvZCLEBBJk,,,,k3WnNglNZrs9wbDqb1NAIZpVKAJM1eCWvmnGG,ins_130347
